Purchase_Order_Description,Manufacturer,Part_Number,Vendor_Description
4''x2'' Sch. 10 304L SS BW Concentric Reducer,STAINLESS STEEL,,4X2 10S 304 SS BW CONC REDCR
4''x3'' Sch. 10 304L SS BW Concentric Reducer,STAINLESS STEEL,,4X3 10S 304L SS BW CONC REDC
4''x3'' Sch. 10 304L SS BW Tee,STAINLESS STEEL,,4X3 10S 304L SS BW TEE
6''x4'' Sch. 10 304L SS BW Tee,STAINLESS STEEL,,6X4 10S 304L SS BW TEE
6''x4'' Sch. 10 304L SS BW Tee,STAINLESS STEEL,,6X3 10S 304L SS BW TEE
6''x4'' Sch. 10 304L SS BW Tee,STAINLESS STEEL,,6X3 10S 304L SS BW TEE
6''x4'' Sch. 10 304L SS BW Tee,STAINLESS STEEL,,6X3 10S 304L SS BW TEE
"2"" Sch. 10 304L SS Pipe",STAINLESS STEEL,,2 SS 10S 304PE A312SS PIPE
"6""x2"" Sch. 10 304L SS BW Tee",STAINLESS STEEL,,6 X 2 10S 304L SS BW TEE
"14"" Std. Wt. CS Gr B Pipe",PIPE,,14 STD BLK BEV A53B ERW PIPE
"18"" Std. Wt. CS Gr B Pipe",PIPE,,18 STD BLK BEV A53B ERW PIPE
"2"" XH CS A106 Gr B Pipe",PIPE,,2 XS BLKBEV A106B SML PIPE
"2"" XH CS A106 Gr B Pipe",PIPE,,2 XS BLKBEV A106B SML PIPE
"3/4"" BMI 300# Cap",ASC,,3/4 300 COUPLING BLK
"2""X3/4"" BMI 300# Reducing Coupling",ASC,,2 X3/4 300 R COUPLING BLK
"2""X1 1/4"" BMI 300# Tee",ASC,,2 X3/4 300 R TEE BLK
"2""X1 1/4"" BMI 300# Tee",ASC,,2 X1/2 300 R TEE BLK
"10"" CS 150# RF Blind Flange",150# FLANGES,,10 150 F&D RF BLIND FLANGE
"8"" CS 150# RF Blind Flange",150# FLANGES,,8 150 F&D RF BLIND FLANGE
"1 1/2"" on 6""-36"" FS 3M Thread O Let",ASC,,1-1/2X3-5 3M FS THRDOLET IMP
"2"" on 4""-6"" FS 3M Thread O Let",ASC,,2X8-36 3M FS THRDOLET IMP
"2"" on 4""-6"" FS 3M Thread O Let",ASC,,2X8-36 3M FS THRDOLET IMP
"1/2"" FS 3M Threaded Half Coupling",ASC,,1/2 3M FS THRD HALF CPLG IMP
"18"" Std. Wt. CS 150# RF WN Flange",150# FLANGES,,18 150# R/F W/N FLANGE
"3"" Std. Wt. CS 300# FF WN Flange",300# FLANGES,,3 300 RF&D W/N FLG
"3"" Std. Wt. CS 300# FF WN Flange",300# FLANGES,,3 300 RF&D W/N FLG
"4"" Std. Wt. CS 300# FF WN Flange",300# FLANGES,,4 300 CS FF WN STD FLG IMP
"4"" Std. Wt. CS 300# FF WN Flange",300# FLANGES,,4 300 RF&D W/N FLG
"4"" Std. Wt. CS 300# FF WN Flange",300# FLANGES,,4 300 RF&D W/N FLG
"18"" Std. Wt. CS 300# RF WN Flange",CS WELD FITTINGS,,18 300 RF&D W/N FLG
"10"" Std. Wt. CS BW 45",CS WELD FITTINGS,,10 STD LR WELD 45 ELL
"14"" Std. Wt. CS BW 45",CS WELD FITTINGS,,14 STD LR WELD 45-ELL
"18"" Std. Wt. CS BW 45",CS WELD FITTINGS,,18 STD LR WELD 45-ELL
"24"" Std. Wt. CS BW 45",CS WELD FITTINGS,,24 STD LR WELD 45 ELL
"18"" Std. Wt. CS BW Cap",CS WELD FITTINGS,,18 STD WELD CAP
"14""x12"" Std. Wt. CS BW Concentric Reducer",CS WELD FITTINGS,,14X12 STD CONC WELD REDUCER
"14""x6"" Std. Wt. CS BW Concentric Reducer",CS WELD FITTINGS,,14X6 STD CONC WELD REDUCER
"18""x14"" Std. Wt. CS BW Concentric Reducer",CS WELD FITTINGS,,18X14 STD CONC WELD REDUCER
"2 1/2""x1 1/2"" Std. Wt. CS BW Concentric Reducer",CS WELD FITTINGS,,2-1/2X1-1/2 STD CONC WELD RDCR
"6""x3"" Std. Wt. CS BW Concentric Reducer",CS WELD FITTINGS,,6X3 STD CONC WELD REDUCER
"14""x10"" Std. Wt. CS BW Eccentric Reducer",CS WELD FITTINGS,,14X10 STD ECC WELD REDUCER
"4""x2 1/2"" Std. Wt. CS BW Eccentric Reducer",CS WELD FITTINGS,,4X2-1/2 STD ECC WELD REDUCER
"4""x3"" Std. Wt. CS BW Eccentric Reducer",CS WELD FITTINGS,,4X3 STD ECC WELD REDUCER
"14"" Std. Wt. CS BW LR 90",CS WELD FITTINGS,,14 STD LR 90 WELDING ELL
"18"" Std. Wt. CS BW LR 90",CS WELD FITTINGS,,18 STD LR 90 WELDING ELL
"10""x4"" Std. Wt. CS BW Tee",CS WELD FITTINGS,,10X4 STD WELD TEE
"10""x4"" Std. Wt. CS BW Tee",CS WELD FITTINGS,,10X8 STD WELD TEE
"10""x4"" Std. Wt. CS BW Tee",CS WELD FITTINGS,,10X6 STD WELD TEE
"10""x6"" Std. Wt. CS BW Tee",CS WELD FITTINGS,,10X4 STD WELD TEE
"10""x6"" Std. Wt. CS BW Tee",CS WELD FITTINGS,,10X8 STD WELD TEE
"10""x6"" Std. Wt. CS BW Tee",CS WELD FITTINGS,,10X6 STD WELD TEE
"10""x8"" Std. Wt. CS BW Tee",CS WELD FITTINGS,,10X4 STD WELD TEE
"10""x8"" Std. Wt. CS BW Tee",CS WELD FITTINGS,,10X8 STD WELD TEE
"10""x8"" Std. Wt. CS BW Tee",CS WELD FITTINGS,,10X6 STD WELD TEE
"14"" Std. Wt. CS BW Tee",CS WELD FITTINGS,,14 STD WELD TEE
"14""x10"" Std. Wt. CS BW Tee",CS WELD FITTINGS,,14X10 STD WELD TEE
"14""x6"" Std. Wt. CS BW Tee",CS WELD FITTINGS,,14X10 STD WELD TEE
"18""x10"" Std. Wt. CS BW Tee",CS WELD FITTINGS,,18X10 STD WELD TEE
"18""x14"" Std. Wt. CS BW Tee",CS WELD FITTINGS,,18X8 STD WELD TEE
"18""x14"" Std. Wt. CS BW Tee",CS WELD FITTINGS,,18X14 STD WELD TEE
"18""x8"" Std. Wt. CS BW Tee",CS WELD FITTINGS,,18X8 STD WELD TEE
"18""x8"" Std. Wt. CS BW Tee",CS WELD FITTINGS,,18X14 STD WELD TEE
"4""x3"" Std. Wt. CS BW Tee",CS WELD FITTINGS,,4X2-1/2 STD WELD TEE
"6""x3"" Std. Wt. CS BW Tee",CS WELD FITTINGS,,6X4 STD WELD TEE
"8""x4"" Std. Wt. CS BW Tee",CS WELD FITTINGS,,8X6 STD WELD TEE
1/2'' Milwaukee BA100H Ball Valve,MILWAUKEE VALVE,BA150H,BA150H 1/2C X3/4 HOSE BRZ BV
1/2'' Milwaukee BA100H Ball Valve,MILWAUKEE VALVE,BA100H,BA100H 1/2 BZ HOSE END THD BV
1/2'' Milwaukee BA100H Ball Valve,MILWAUKEE VALVE,BA150H,BA150H 1/2C X3/4 HOSE BRZ BV
"1"" Milwaukee BA400 Ball Valve",MILWAUKEE VALVE,BA400,BA400 1 FXF BZ FP BALL VLV
"3/4"" Milwaukee BA150H Ball Valve",MILWAUKEE VALVE,BA100H,BA100H 3/4 BZ HOSE END THD BV
"3/4"" Milwaukee BA150H Ball Valve",MILWAUKEE VALVE,BA100H,BA100H 3/4 BZ HOSE END THD BV
"3/4"" Milwaukee BA150H Ball Valve",MILWAUKEE VALVE,BA100H,BA100H 3/4 BZ HOSE END THD BV
1/2'' Milwaukee BA400 Ball Valve,MILWAUKEE VALVE,BA100,BA100 1/2 BZ BV 600 WOG THD
"4"" Milwaukee F-2974-M26 Check Valve",MILWAUKEE VALVE,F2974M26,F2974-M26 4 FLG CHECK VALVE
"2 1/2"" Milwaukee ML234E Butterfly Valve",MILWAUKEE VALVE,ML234E,ML234E 2 EPDM BFV W/LH
"2 1/2"" Milwaukee ML234E Butterfly Valve",MILWAUKEE VALVE,ML234E,ML234E 2 EPDM BFV W/LH
"2 1/2"" Milwaukee ML234E Butterfly Valve",MILWAUKEE VALVE,ML234E,ML234E 2-1/2 BFV
"2"" Milwaukee UPBA400 Ball Valve",MILWAUKEE VALVE,UPBA450,UPBA450 2 CXC BZ FP BALL VLV
"2"" Milwaukee UPBA400 Ball Valve",MILWAUKEE VALVE,UPBA400,UPBA400 2 FXF BZ 2PC BL VL
"2"" Milwaukee UPBA400 Ball Valve",MILWAUKEE VALVE,UPBA450,UPBA450 2 CXC BZ FP BALL VLV
"2"" Milwaukee UPBA400 Ball Valve",MILWAUKEE VALVE,UPBA450,UPBA450 2 CXC BZ FP BALL VLV
SLOAN ROYAL 111-1.28 ES-S TMO SP*004669,SLOAN VALVE,SLOANROYAL1111.28ESSTMO,SLOAN ROYAL 111-1.28 ES-S TMO
Tag: RD-1 - L-10 - 3IN OUTLET:                              Jay R Smith 1015Y03-CID-R-C,SMITH INDUSTRIES JRS,JRS1015Y04CIDRC,JRS 1015Y04-CID-R-C
Tag: RD-1 - L-10 - 3IN OUTLET:                              Jay R Smith 1015Y03-CID-R-C,SMITH INDUSTRIES JRS,JRS1015Y03CIDRC,JRS 1015Y03-CID-R-C
Tag: RD-1 - L-10 - 4IN OUTLET:                              Jay R Smith 1015Y04-CID-R-C,SMITH INDUSTRIES JRS,JRS1015Y04CIDRC,JRS 1015Y04-CID-R-C
Tag: RD-1 - L-10 - 4IN OUTLET:                              Jay R Smith 1015Y04-CID-R-C,SMITH INDUSTRIES JRS,JRS1015Y03CIDRC,JRS 1015Y03-CID-R-C
Tag: RD-1 - L-11 - 3IN OUTLET:                             Jay R Smith 1015Y03-CID-R-C,SMITH INDUSTRIES JRS,JRS1015Y03CIDRC,JRS 1015Y03-CID-R-C
Tag: RD-2 - L-10 - 3IN OUTLET:                              Jay R Smith JRS 1045Y03-CID-R-C,SMITH INDUSTRIES JRS,JRS1045Y04CIDRC,JRS 1045Y04-CID-R-C
Tag: RD-2 - L-10 - 3IN OUTLET:                              Jay R Smith JRS 1045Y03-CID-R-C,SMITH INDUSTRIES JRS,JRS1045Y03CIDRC,JRS 1045Y03-CID-R-C
Tag: RD-2 - L-10 - 4IN OUTLET:                             Jay R Smith 1045Y04-CID-R-C,SMITH INDUSTRIES JRS,JRS1045Y04CIDRC,JRS 1045Y04-CID-R-C
Tag: RD-2 - L-10 - 4IN OUTLET:                             Jay R Smith 1045Y04-CID-R-C,SMITH INDUSTRIES JRS,JRS1045Y03CIDRC,JRS 1045Y03-CID-R-C
Tag: RD-2 - L-11 - 3IN OUTLET:                                Jay R Smith 1045Y03-CID-R-C,SMITH INDUSTRIES JRS,JRS1045Y03CIDRC,JRS 1045Y03-CID-R-C
Tag: FD-2 - L-11 - 4IN OUTLET:                              Jay R Smith 2350Y04-P050,SMITH INDUSTRIES JRS,JRS2350Y04P050,JRS 2350Y04-P050
Tag: RD-1 - L-11 - 4IN OUTLET:                              Jay R Smith 1015Y04-CID-R-C,SMITH INDUSTRIES JRS,JRS1015Y04CIDRC,JRS 1015Y04-CID-R-C
Tag: RD-2 - L-11 - 4IN OUTLET:                             Jay R Smith 1045Y04-CID-R-C,SMITH INDUSTRIES JRS,JRS1045Y04CIDRC,JRS 1045Y04-CID-R-C
Tag: RR-1 - L11 - 4IN OUTLET:                               Zurn Z127-NH-DP,ZURN INDUSTRIES LLC,ZURNZ1274NHDP,ZURN Z127-4NH-DP
Tag: FS-1 - L11 - 4IN OUTLET:                                Jay R Smith 3150Y04-12,SMITH INDUSTRIES JRS,JRS3150Y0412,JRS 3150Y04-12
"2 1/2"" 150# A307B Bolt Kit - Plated",FASTENERS,,2-1/2 150 PLATED BOLT KIT
"2"" 150# A307B Bolt Kit - Plated",FASTENERS,,2 150 PLATED BOLT KIT
"2"" 150# Flexitallic CGI Ring Gasket",FLEXITALLIC,,2 150# CGI GRAPHITE/304 GSKT
"3"" 150# A307B Bolt Kit - Plated",FASTENERS,,3 150 PLATED BOLT KIT
"3"" 300# A307B Dbl. Sided Lug BFV Bolt Kit - Plated",FASTENERS,,"3"" 300# 307B BFV PLTD BOLT KIT"
3'' 300# Calpico Type F Dielectric Flange Insulation Kit,CALPICO,,"3"" CALPICO TYPE F DIELECTRIC"
"3"" 150# Flexitallic CGI Ring Gasket w/ Graphite Windings and 304SS Inner / Outer Ring",FLEXITALLIC,,3 150# CGI GRAPHITE/304 GSKT
"3""x1/8"" 300# Garlock 3000 Ring Gasket",GARLOCK,,"3"" X 1/8 300# GAR 3000 RING"
3'' 300# A307B Bolt Kit - Plated,FASTENERS,,"3"" 300# A307B PLTD BOLT KIT"
4'' 300# A307B Bolt Kit - Plated,FASTENERS,,"4"" 300# A307B PLTD BOLT KIT"
"4"" 300# A307B Dbl. Sided Lug BFV Bolt Kit - Plated",FASTENERS,,4'' 300# A307B BFV BOLT KIT
"4""x1/8"" 300# Garlock 3000 Ring Gasket",GARLOCK,,"4""X1/8"" 300# GARLOCK 3000 RING"
6'' 300# A307B Bolt Kit - Plated,FASTENERS,,"6"" 300# A307B FLANGED BOLT KIT"
"6"" 300# A307B Dbl. Sided Lug BFV Bolt Kit - Plated",FASTENERS,,"6"" 300# A307B DBL SIDED LUG"
"6""x1/8"" 300# Garlock 3000 Ring Gasket",GARLOCK,,"6"" X 1/8"" 300# GAR 3000 RING"
"4""x1/8"" 300# Garlock 3000 Ring Gasket",GARLOCK,,"4"" 150# GARL 3000 1/8"
"2 1/2"" 150# A307B Dbl. Sided Lug BFV Bolt Kit - Plated",FASTENERS,LBV25,"LBV-25 2-1/2"" BFV BOLT KIT"
"4"" 150# A307B Dbl. Sided Lug BFV Bolt Kit - Plated",FASTENERS,LBV40,"LBV-40 4"" BFV BOLT KIT"
"4"" 150# A307B Bolt Kit - Plated",FASTENERS,,4 150 PLATED BOLT KIT
"2 1/2"" 300# A307B Bolt Kit - Plated",FASTENERS,,6 150 PLATED BOLT KIT
"2 1/2""x1/8"" 300# Garlock 3000 Ring Gasket",GARLOCK,,2 1/2'' X 1/8'' 300# RING GARL
"2 1/2""x1/8"" 150# Garlock 3000 Ring Gasket",GARLOCK,,2 1/2'' X 1/8'' 150# RING GARL
"PADLOCK COMBINATION 2"" BRASS BODY",MASLO,175D,"PADLOCK COMBINATION 2"" BRASS BODY"
VISE 6IN BENCH LIGHT DUTY,OLYMP,38606,VISE 6IN BENCH LIGHT DUTY
"1 1/4"" Anvil Fig. 260 Clevis Hanger - Plated",ASC,260,260 1-1/4 ZP STL CLEVIS HGR
"5"" Anvil Fig. 181 Roller Hanger - Plated",ASC,,"5"" ANVIL 181 GALV ROLLER"
"8"" Anvil Fig. 181 Roller Hanger - Plated",ASC,,"8"" ANVIL 181 GALV ROLLER"
8oz Blue Monster Nickel Grade Anti Seize,MIL-ROSE,,8 OZ BLUE MONSTER NICKLE GRADE
2'' 150# A307B Bolt Kit - Plated,FASTENERS,,2 150 PLATED BOLT KIT
2'' 150# Flexitallic CGI Gasket,FLEXITALLIC,,2 150# CGI GRAPHITE/304 GSKT
2'' CS 150# RF Blind Flange,150# FLANGES,,2 150 F&D RF BLIND FLANGE
3'' 150# A307B Bolt Kit - Plated,FASTENERS,,3 150 PLATED BOLT KIT
"3''x1/8"" 150# Garlock 3000 Ring Gasket",GARLOCK,,"3"" X 1/8 150# GARLOCK 3000"
4'' 150# A307B Bolt Kit - Plated,FASTENERS,,4 150 PLATED BOLT KIT
4'' 150# A307B Dbl. Sided Lug BFV Bolt Kit - Plated,FASTENERS,LBV40,"LBV-40 4"" BFV BOLT KIT"
4'' CS 150# RF Blind Flange,150# FLANGES,,4 150 F&D RF BLIND FLANGE
"4""x1/8"" 150# Garlock 3000 Ring Gasket",GARLOCK,,4 X 1/8 150# GARLOCK 3000
6'' 300# A307B Bolt Kit - Plated,FASTENERS,,"6"" 300# A307B FLANGED BOLT KIT"
6'' 300# A307B Dbl. Sided Lug BFV Bolt Kit - Plated,FASTENERS,,"6"" 300# A307B DBL SIDED LUG"
6'' CS 300# RF Blind Flange,300# FLANGES,,6 300 F&D RF BLIND FLG
"6''x1/8"" 300# Garlock 3000 Ring Gasket",GARLOCK,,"6"" X 1/8"" 300# GARLOCK"
"10"" Sch. 10 304L SS Pipe",STAINLESS STEEL,,10 SS 10S 304PE A312SS PIPE
"10"" Sch. 10 304L SS BW LR 90",STAINLESS STEEL,,10 10S 304L WLD LR 90 IMP
"10"" Anvil Fig. 261 Riser Clamp - HDG",ASC,260,"260 10"" GALV ADJ CLEVIS HNGR"
"1"" LF Brass ProPex Male Adapter",UPONOR INC,UPOLF4521010,1IN PEXXMIP LF ADAPT BG=10
"1"" ProPex Ball Valve",REDWHITE VALVE CORP,RWHITE5015AB1IN,1IN WIRSBO LF FP BALL VALVE
"1""x3/4"" EP ProPex Tee",UPONOR INC,UPOQ4751175,1X1X3/4 PROPEX TEE BG=10
"3/4"" LF Brass ProPex Male Adapater",UPONOR INC,UPOLF4527575,3/4 PEXXMIP LF ADAPT BG=25
"3/4"" Milwaukee UPBA47B",MILWAUKEE VALVE  COMPANY LLC (PROMAX),MILWVLVUPBA475B3/4,3/4IN THREADED LF BRS 2PC FP
"3/4"" MNPT x MGHT Brass Adapter",PASCO SPECIALTY & MFG INC,PASCO2140,ADAPTER 3/4MHTX3/4MPT
FGHT Brass Cap w/ Chain,PASCO SPECIALTY & MFG INC,PASCO2159,3/4 FHT HOSE CAP W/CHAIN
"1"" EP ProPex 90",UPONOR INC,UPOQ4761000,1IN PROPEX 90 BG=10
"3/4"" EP ProPex 90",UPONOR INC,UPOQ4760750,3/4 PROPEX 90 BG=25
"1"" ProPex Ring w/ Stop",UPONOR INC,UPOQ4691000,1IN PROPEX RING W/STOP BG=50
"3/4"" ProPex Ring w/ Stop",UPONOR INC,UPOQ4690756,3/4 PROPEX RING W/STOP BG=50
"1"" EP ProPex Coupling",UPONOR INC,UPOQ4771010,1IN PROPEX CPLG BG=10
"3/4"" EP ProPex Coupling",UPONOR INC,UPOQ4777575,3/4 PROPEX CPLG BG=25
"2""x3/4"" EP ProPex Tee",UPONOR INC,UPOQ4752275,2INX2INX3/4 PROPEX TEE BG=1
"12"" Zip Tie",SIOUX CHIEF MFG INC,100PACKSIOUX55414,14IN ZIP TIE-BLK
"1 1/2""x1"" EP ProPex Reducing Coupling",UPONOR INC,UPOQ4771510,1-1/2X1 PROPEX CPLG BG=1
"2"" Sch. 80 PVC 90",SPEARS,806020,806-020 2 PVC 90 ELL SOC SCH80
"2"" Sch. 80 PVC Coupling",SPEARS,829020,829-020 2 SCH80 SXS CPLG
"2"" Sch. 80 PVC Ball Valve",LASCO,V20691N,"V20691N 2"" PVC/EPDM SXS GRAY B"
"2"" Sch. 80 PVC MNPT Adapter",SPEARS,836020,836-020 2 PVC SCH80 MIP ADAPT
"2"" MNPT x Female Fire Hose Brass Adapter",DIXON VALVE,HA2520T,HA2520T 2-1/2FNST X 2 NPT
"1/2""-1 1/4"" Anvil CT-69 Loop Hanger",ASC,CT69,CT-69 1/2-1-1/4 CTS ADJ SWIVEL
"2 1/2"" Anvil Fig. 261 Riser Clamp - HDG",ASC,261,261 2-1/2 GALV RISER CLAMP
"2 1/2"" Anvil Fig. 260 Clevis Hanger - HDG",ASC,260,260 2-1/2 ZP STL CLEVIS HGR
"4"" 150# A307B Bolt Kit - Plated",FASTENERS,,4 150 PLATED BOLT KIT
"4""x1/8"" 150# Garlock 3000 Ring Gasket",GARLOCK,,4 X 1/8 150# GARLOCK 3000
"3/8""x3"" Simpson Titen HD Concrete Screw",SIMPSON,THD37300H,"3/8"" X 3"" TITEN HEX WASHER HEAD HEAVY DUTY CONCRETE SCREW ANCHOR"
"1/2"" All Thread Rod - HDG",PRIMESOURCE,1210,1/2-13 X 10 FT A307 ALL THREAD ROD ATR HOT DIP GALVANIZED
"1/2"" Hex Nut - HDG",BRIGHTON BEST,45293,HOT DIP GALV HEX NUT [1200/KEG]
"1/2"" Cut Washer - HDG",BRIGHTON BEST,"1/2""","CUT FLAT WASHER 1/2"" USS HOT DIP GALVANIZED [50 LB.] [1230/KEG]"
"3/8"" Cut Washer - HDG",BRIGHTON BEST,"3/8""","CUT FLAT WASHER 3/8"" USS HOT DIP GALVANIZED [50 LB.] [3090/KEG]"
"1/2"" Strut Nut - HDG",UNISTRUT,P3010HG,"HDG 1/2"" STRUT CHANNEL NUT WITHOUT SPRING HOT DIP GALVANIZED [100/BX]"
"1/2"" Square Washer - HDG",UNISTRUT,P1064HG,"HDG 1/2"" SQUARE STRUT WASHER BEARING PLATE HOT DIP GALVANIZED"
"1 1/2""x3/4"" EP ProPex Tee",UPONOR INC,UPOQ4751557,1 1/2X1 1/2X3/4 PROPEX TEE
"1 1/2""x3/4"" EP ProPex Tee",UPONOR INC,UPOQ4751557,1 1/2X1 1/2X3/4 PROPEX TEE
"1 1/2"" ProPex Ring w/ Stop",UPONOR INC,UPOQ4691500,1 1/2 PROPEX RING W/STOP BG=5
C271713 3 CLN SEAL TEST BALL PLUG,CHERNE,C271713,3 CLN SEAL TEST BALL PLUG
PFETCM 3 RUB TEST CAP,PROFLO,PFETCM,3 RUB TEST CAP
PFETCP 4 RUB TEST CAP,PROFLO,PFETCP,4 RUB TEST CAP
15% SilFos Brazing Rod,JW HARRIS,H15620F1,SS15 LF 15% SILV BRAZ ROD STK TUBE
P1000T ZD - 10',SUPERSTRUT,A1200HS10GOLD,"HALF SLOT 1-5/8"" X 1-5/8"" SINGLE STRUT 12GA 10' YELLOW ZINC CHANNEL"
"1/2"" All Thread Rod - Plated",PRIMESOURCE,1210ZINC,1/2-13 X 10 FT EG THREADED ROD [PRICED PER HUNDRED FEET]
"5/8"" All Thread Rod - Plated",PRIMESOURCE,5810ZINC,5/8-11 X 10 FT EG THREADED ROD [PRICED PER HUNDRED FEET]
"2 1/2"" Std. Wt. CS Gr B PE Pipe",PIPE,,2-1/2 ST BLK BEV A53B ERW PIPE
"2 1/2"" Std. Wt. CS BW LR 90",CS WELD FITTINGS,,2-1/2 STD LR 90 WELDING ELL
"4"" Std. Wt. CS 150# RF WN Flange",150# FLANGES,,4 150# R/F W/N FLANGE
"4""x2 1/2"" Std. Wt. CS BW Eccentric Reducer",CS WELD FITTINGS,,4X2-1/2 STD ECC WELD REDUCER
"2 1/2""x2"" Std. Wt. CS BW Concentric Reducer",CS WELD FITTINGS,,2-1/2X2 STD CONC WELD RDCR
"Detectable Buriable Tape - ""Fuel Oil"" Black Text on Yellow Background - 1000'",LABEL,,"""BURIED FUEL LINE "" BLK / YEL"
16g Tracer Wire - Green - 500',COPPERHEAD WIRE,1430GCCS500,1430G-CCS-500 14GA WIRE GREEN
"2"" ABS Cap",NIBCO,,"2"" ABS CAP"
"6"" Empire 50H Heavy Duty Riser Clamp - Plain",EMPIRE INDUSTRIES,50HB,"6"" 50HB HD RISER CLAMP"
"4"" Empire 50H Heavy Duty Riser Clamp - Plain",EMPIRE INDUSTRIES,50HB,"4"" 50HB HD RISER CLAMP"
"2"" Milwaukee BA475-B",MILWAUKEE VALVE,BA475,BA475 2 BRS BALL
"1"" Milwaukee BA475-B",MILWAUKEE VALVE,BA475,BA475 1 BRS BALL
"1"" on 3"" FS 3M Thread O Let",ASC,,1X3-36 3M FS THRDOLET IMP
"1"" BMI 150# Cap",ASC,,"1"" BLK MI CAP IMP"
"1""x3"" CS Nipple",ASC,,1X3 BLK STEEL NIP IMP
"2""x6"" CS Nipple",ASC,,2X6 BLK STEEL NIP IMP
"2 1/2"" Std. Wt. CS BW Tee",CS WELD FITTINGS,,2-1/2 STD WELD TEE
"2"" BMI 150# Cap",ASC,,"2"" BLK MI CAP IMP"
MULTIFAB HPLS15137 1 GALLON PALE WHITE BUCKET PALLET (540),MULTIFAB,HPLS15137,MULTIFAB HPLS15137  1 GALLON PALE WHITE BULK PALLET (540)
MASTERLOCK 175_D PADLOCK RESETABLE COMBINATION 2' BRASS BODY 1/PK,MASTERLOCK,175D,"MASTERLOCK 175-D  PADLOCK RESETABLE COMBINATION, 2"" BRASS BODY, 1/PK"
A1200 HS 20' PG,SUPERSTRUT,A1200HS10PG,"HALF SLOT 1-5/8"" X 1-5/8"" SINGLE STRUT 12GA 10' CHANNEL PRE GALV"
A1202 HS 20' PG,SUPERSTRUT,A1202HS10PG,"HALF SLOT 1-5/8"" X 1-5/8"" X 3-1/4"" BACK/BACK STRUT 12GA 10' PRE GALV"
AS651-18 EG,ASC,AS65118,AS651-18 EG REVERS STRUT BRKT
ZRC Cold Galv,ZRC,12OZ,12OZ SPRAY CAN ZRC GALV COMP
"2 1/2"" Std. Wt. CS BW 45",IMPORT WELD FITTINGS,WIBST25,"2-1/2"" STD 45 ELL BUTTWELD WPB A234 IMPORT"
"2"" Anvil Fig. 260 Clevis Hanger - Plated",ASC,260,260 2 ZP STL ADJ CLEVIS HGR
"3"" Anvil Fig. 260 Clevis Hanger - Plated",ASC,260,260 3 ZP STL ADJ CLEVIS HGR
"4"" Anvil Fig. 260 Clevis Hanger - Plated",ASC,260,260 4 ZP STL ADJ CLEVIS HGR
"5"" Anvil Fig. 260 Clevis Hanger - Plated",ASC,260,260 5 ZP STL ADJ CLEVIS HGR
"1/2"" LF Brass ProPex MNPT Adapter",UPONOR,LF4525050,LF4525050 1/2PEX X 1/2MIP ADPT
"1/2"" ProPex Ring w/ Stop",UPONOR,Q4690512,Q4690512 1/2 PEX RING W/STOP
"6"" Milwaukee ML234E",MILWAUKEE VALVE,ML234E,ML234E 6 DI EPDM BFV W/LH
"6"" 150# A307B Dbl. Sided Lug BFV Bolt Kit- Plated",FASTENERS,LBV60,"LBV-60 6"" BFV BOLT KIT"
"2"" Milwaukee 1151 Gate Valve",MILWAUKEE VALVE,1151,1151 2 THRD BZ GATE VALVE
"3"" Milwaukee F-2981-M Globe Valve",MILWAUKEE VALVE,F2981M,F2981M 3 125# FLG GLOBE VALVE
"1 1/2"" Milwaukee UP1509 Check Valve",MILWAUKEE VALVE,UP1509,UP1509 1-1/2BZ SDR HZ LW LD SW
"6"" Mueller 752 Wye Strainer",MUELLER STEAM SPECIALTIES,752,752 6 250 FLG STRAINER
"1 1/2"" Watts LF777SI Wye Strainer",WATTS,LF777SI,LF777SI 1-1/2 BRONZE Y STRAIN
"2"" Watts LF777SI Wye Strainer",WATTS,LF777SI,LF777SI 2 BRONZE Y STRAINER
"1/2""x3/8"" Reducing Rod Coupling Nut - Plated",BRIGHTON BEST,8283,REDUCING THREADED ROD COUPLING NUT 1/2-13 TO 3/8-16 ALL THREAD COUPLER
"5/8""x1/2"" Reducing Rod Coupling Nut - Plated",BRIGHTON BEST,325,REDUCING THREADED ROD COUPLING NUT 5/8-11 TO 1/2-13 ALL THREAD COUPLER
"3/4""x5/8"" Reducing Rod Coupling Nut - Plated",BRIGHTON BEST,14279,REDUCING THREADED ROD COUPLING NUT 3/4-10 TO 5/8-11 ALL THREAD COUPLER
"1/2"" All Thread Rod - Plated",PRIMESOURCE,1210ZINC,1/2-13 X 10 FT EG THREADED ROD [PRICED PER HUNDRED FEET]
P1000T ZD - 10' - Line 1-5 Tag: Kortney B.,SUPERSTRUT,A1200HS10GOLD,"HALF SLOT 1-5/8"" X 1-5/8"" SINGLE STRUT 12GA 10' YELLOW ZINC CHANNEL"
"1/2""x1"" Cap Screw - HDG",BRIGHTON BEST,20115,HEX C/S HOT DIPPED [50PKG][CS600]
"1/2"" Strut Nut - HDG",INVENTORY SALES CO,I1135HDG,"HDG 1/2"" SPRINGLESS CHANNEL NUT NO SPRING HOT DIP GALVANIZED"
"3/8""x3"" PowerStud + SD2 Wedge Anchor",DEWALT,7413SD2PWR,"POWERSTUD+ SD2 3/8"" X 3"" WEDGE EXPANSION CONCRETE ANCHOR CARBON"
